"SiteNo","SiteName","StreetAddress","CityStateZip","County","InspectionType","InspectionDate","PermitNo","NPDESNo","ComplaintTrackingNo","InspectionReason","SiteStatus","SiteCondition","RecommendedActions","ComplianceAssist","Latitude","Longitude","Type","EnforcementAction","EnforcementActionNo","EnforcementActionIssued","CaseClosed","Media","Program","EnfIssue","ResolvedDate","ViolationSNCDate","MarkerShape","MarkerSize","InspectionCount","Construction"
"156979","PAF 17-2416 at SERITAGE KMT FINANCE LLC","3207 Solomon Island Road","Edgewater,MD,21037","Anne Arundel","NPDES Industrial Stormwater",2017-04-24,NA,NA,"17-2416",NA,"Complete","Satisfactory/Compliance","Refer to Others (See Findings)","N",38.9300233295647,-76.5678330691307,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,3,0
"152958","James Traynor Property 3024 Coon Club Rd","3024 Coon Club Rd","Hampstead,MD,21074","Carroll","Waterway Construction",2017-04-07,NA,NA,NA,NA,"Active - No work today","Noncompliance","Additional Investigation Required","N",39.5745899805378,-76.8878520356759,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,0
"117845","Little Falls Swimming Club","5001 Little Falls Drive","Bethesda,MD,20816","Montgomery","Nontidal Wetlands",2017-07-19,"16-NT-3116",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.9583965069038,-77.1006208808369,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"22892","The Trustees of the Peninsula-Delaware Conference of the United Methodist Church","136 Bookers Wharf Road","Centreville,MD,21617","Queen Anne's","Sediment_Erosion",2018-04-27,"17-QA-0059",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.1277930092502,-76.0690459591257,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",4,5,1
"149222","Peter Pushkas","9323 Kendale Road","Potomac,MD,20845","Montgomery","Waterway Construction",2019-02-04,"15-NT-3227",NA,NA,NA,"Inactive","Satisfactory/Compliance","Close File","N",39.0093420071359,-77.177812995522,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,0
"156893","35 Stahl Point Road","35 Stahl Point Road","Curtis Bay,MD,21226","Anne Arundel","NPDES Industrial Minor Surface Water",2017-04-10,NA,NA,"17-2433",NA,"Complete","Satisfactory/Compliance","Close File","N",39.2048100007199,-76.5848289697274,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"152004","R Timothy and Linglan Edwards","19615 Jerusalem Road","Poolesville,MD,20837","Montgomery","Nontidal Wetlands",2017-04-10,"16-NT-3052",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.1564589921897,-77.4101679848925,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"156987","Folly Run complaint","Behind 953 Walnut Bottom Road","Swanton,MD,21561","Garrett","Sediment_Erosion",2017-04-10,NA,NA,"17-1106",NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",39.4610830187469,-79.1901661073055,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",1,2,1
"156731","PAF 17-2424 at 2644 Greenbriar Lane","2644 Greenbriar Lane, 20FT Strip other side of road from Greenbriar Lane to Crab Creek","Annapolis,MD,21401","Anne Arundel","Tidal Wetlands",2018-03-02,"NONE",NA,"17-2424",NA,"Complete","Compliance Assistance Rendered","Close File","N",38.9608720171027,-76.530034959653,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,4,1
"156803","226 East Main Street (McCusker Property)","226 East Main Street","Hancock,MD,21750","Washington","Sediment_Erosion",2017-04-10,NA,NA,"17-1111",NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",39.6968128128001,-78.164616280528,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,1
"143627","Johson Property","4752 Broad Run Rd, Edward & Susan Johnson","Jefferson,MD,21755","Frederick","Waterway Construction",2019-06-24,NA,NA,"17-1104",NA,"Complete","Satisfactory/Compliance","Close File","Y",39.3649289938041,-77.5538749609665,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,14,0
"151007","Lightower Fiber Networks-Whites Ferry Road","24550 Whites Ferry Road","Dickerson,MD,20852","Montgomery","Nontidal Wetlands",2017-04-10,"15-NT-3337",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.1582499951819,-77.5086570241602,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"4958","City of Rockville WTP","10930 Sandy Landing Road","Potomac,MD,20854","Montgomery","NPDES Municipal Minor Surface Water",2017-04-10,NA,NA,"17-3096",NA,"Active","Satisfactory/Compliance","Close File","N",39.0231155147095,-77.2289548122823,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"146383","MD SHA/Project No MO1885177/I-495 Inner Loop From I-270 Spur to Seminary Road","Inner loop of I-495","Bethesda,MD,20817","Montgomery","Waterway Construction",2017-05-08,"15-NT-3044",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",39.0064549998209,-77.1234399997701,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,4,0
"156805","PAF 17-3094 / Patuxent Overlook","Intersection of Scagssville Road and Baltimore Ave","Laurel,MD,20723","Howard","Nontidal Wetlands",2017-04-10,NA,"MDRCN02MU","PAF 17-3094",NA,"Active - No work today","Additional Investigation Required","Additional Investigation Required","N",39.1110800390954,-76.8528798859449,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,2,1
"150370","Brookfield Washington LLC","se of intersect of Observation Dr and Roberts Tavern Dr","Clarksburg,MD,20871","Montgomery","Nontidal Wetlands",2017-04-10,"15-NT-3288",NA,NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",39.2338900499273,-77.2774299037649,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"154123","Charles and Linda Himmelheber","18100 Carthagena Lane","Drayden,MD,20630","St. Mary's","Tidal Wetlands",2017-08-09,"16-GL-0862",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.1622190115698,-76.4719610271015,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,3,1
"82342","Lentz, Timothy/revetment","8056 Riverview Rd","Westover,MD,21871","Somerset","Tidal Wetlands",2017-04-11,NA,NA,"17-4209",NA,"Inactive","Satisfactory/Compliance","Refer to Others (See Findings)","Y",38.1041209812364,-75.8555919940503,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
